survey_ID,sample,selfvoucher,friendvoucher,condition,num_condition,selftimesused,friendtimesused,yard_sign_request,ResponseId,SE_plant,RE_env_plant,RE_social_plant,in_sanctioning_plant,dyn_plant,SE_encourage,IN_praise_plant,RE_social_encourage,RE_env_encourage,in_encourage,competent_encourage
1991,2,2-690-0,2-690-1,norm,2,0,1,,1991,3,6,5,2,6,4,6,5,5,3,4
1992,2,3-638-0,3-638-1,efficacy,3,0,0,,,,,,,,,,,,,
1993,2,2-717-0,2-717-1,norm,2,0,0,,,,,,,,,,,,,
1994,2,3-662-0,3-662-1,efficacy,3,0,0,,,,,,,,,,,,,
1995,2,2-724-0,2-724-1,norm,2,0,0,,,,,,,,,,,,,
1996,2,2-551-0,2-551-1,norm,2,0,0,,,,,,,,,,,,,
1997,2,1-582-0,1-582-1,control,1,0,0,,,,,,,,,,,,,
1998,2,4-566-0,4-566-1,combined,4,0,0,,,,,,,,,,,,,
1999,2,3-541-0,3-541-1,efficacy,3,0,0,,,,,,,,,,,,,
5000,2,3-223-0,3-223-1,efficacy,3,0,0,,,,,,,,,,,,,
5001,2,3-083-0,3-083-1,efficacy,3,0,0,,,,,,,,,,,,,
5002,2,1-033-0,1-033-1,control,1,0,0,,,,,,,,,,,,,
5003,2,1-243-0,1-243-1,control,1,0,0,,5003,1,7,4,2,5,6,4,6,6,4,1
5004,2,4-008-0,4-008-1,combined,4,0,0,,5004,4,6,5,2,5,5,5,5,4,4,3
5005,2,2-146-0,2-146-1,norms,2,0,0,,,,,,,,,,,,,
5006,2,3-053-0,3-053-1,efficacy,3,0,0,,5006,6,7,6,2,6,4,4,7,7,2,4
5007,2,3-041-0,3-041-1,efficacy,3,0,0,,5007,6,6,2,2,2,4,4,4,5,4,3
5008,2,1-112-0,1-112-1,control,1,0,0,,,,,,,,,,,,,
5009,2,2-156-0,2-156-1,norms,2,0,0,,,,,,,,,,,,,
5010,2,4-082-0,4-082-1,combined,4,0,0,,,,,,,,,,,,,
5011,2,1-089-0,1-089-1,control,1,0,0,,,,,,,,,,,,,
5012,2,3-236-0,3-236-1,efficacy,3,0,0,,,,,,,,,,,,,
5013,2,4-088-0,4-088-1,combined,4,0,0,,,,,,,,,,,,,
5014,2,1-022-0,1-022-1,control,1,0,0,,,,,,,,,,,,,
5015,2,3-226-0,3-226-1,efficacy,3,0,0,,,,,,,,,,,,,
5016,2,2-006-0,2-006-1,norms,2,0,0,,,,,,,,,,,,,
5017,2,2-130-0,2-130-1,norms,2,0,0,,5017,2,7,5,4,5,6,4,6,6,4,5
5018,2,1-158-0,1-158-1,control,1,0,0,,,,,,,,,,,,,
5019,2,2-026-0,2-026-1,norms,2,0,0,,,,,,,,,,,,,
5020,2,1-119-0,1-119-1,control,1,0,0,,,,,,,,,,,,,
5021,2,2-233-0,2-233-1,norms,2,0,0,,,,,,,,,,,,,
5022,2,2-027-0,2-027-1,norms,2,0,0,,,,,,,,,,,,,
5023,2,4-132-0,4-132-1,combined,4,0,0,,,,,,,,,,,,,
5024,2,4-213-0,4-213-1,combined,4,0,0,,5024,4,7,4,2,5,2,2,4,5,2,2
5025,2,3-231-0,3-231-1,efficacy,3,0,0,,,,,,,,,,,,,
5026,2,2-017-0,2-017-1,norms,2,0,0,,,,,,,,,,,,,
5027,2,4-190-0,4-190-1,combined,4,0,0,,,,,,,,,,,,,
5028,2,1-057-0,1-057-1,control,1,0,0,,,,,,,,,,,,,
5029,2,4-194-0,4-194-1,combined,4,0,0,,5029,5,7,5,5,4,6,4,5,7,4,4
5030,2,3-210-0,3-210-1,efficacy,3,0,0,,,,,,,,,,,,,
5031,2,1-100-0,1-100-1,control,1,0,0,,,,,,,,,,,,,
5032,2,3-046-0,3-046-1,efficacy,3,1,0,,5032,6,6,2,4,2,4,5,4,6,4,3
5033,2,3-156-0,3-156-1,efficacy,3,0,0,,,,,,,,,,,,,
5034,2,2-033-0,2-033-1,norms,2,0,0,,,,,,,,,,,,,
5035,2,2-073-0,2-073-1,norms,2,0,0,,,,,,,,,,,,,
5036,2,3-044-0,3-044-1,efficacy,3,0,0,,,,,,,,,,,,,
5037,2,3-112-0,3-112-1,efficacy,3,0,0,,,,,,,,,,,,,
5038,2,4-247-0,4-247-1,combined,4,0,0,,,,,,,,,,,,,
5039,2,1-058-0,1-058-1,control,1,0,0,,,,,,,,,,,,,
5040,2,1-155-0,1-155-1,control,1,0,0,,,,,,,,,,,,,
5041,2,4-109-0,4-109-1,combined,4,0,0,,5041,2,6,4,2,4,1,4,4,5,4,3
5042,2,1-043-0,1-043-1,control,1,0,0,,,,,,,,,,,,,
5043,2,3-154-0,3-154-1,efficacy,3,0,0,,,,,,,,,,,,,
5044,2,3-030-0,3-030-1,efficacy,3,0,0,,,,,,,,,,,,,
5045,2,4-133-0,4-133-1,combined,4,1,0,,5045,6,7,5,4,4,4,4,5,5,4,3
5046,2,2-052-0,2-052-1,norms,2,0,0,,,,,,,,,,,,,
5047,2,3-190-0,3-190-1,efficacy,3,0,0,,,,,,,,,,,,,
5048,2,4-050-0,4-050-1,combined,4,0,0,,,,,,,,,,,,,
5049,2,3-130-0,3-130-1,efficacy,3,0,0,,,,,,,,,,,,,
5050,2,4-097-0,4-097-1,combined,4,0,0,,,,,,,,,,,,,
5051,2,2-239-0,2-239-1,norms,2,0,0,,,,,,,,,,,,,
5052,2,4-129-0,4-129-1,combined,4,0,0,,,,,,,,,,,,,
5053,2,3-131-0,3-131-1,efficacy,3,0,0,,,,,,,,,,,,,
5054,2,1-238-0,1-238-1,control,1,0,0,,,,,,,,,,,,,
5055,2,3-093-0,3-093-1,efficacy,3,0,0,,,,,,,,,,,,,
5056,2,2-097-0,2-097-1,norms,2,0,0,,,,,,,,,,,,,
5057,2,1-225-0,1-225-1,control,1,0,0,,,,,,,,,,,,,
5058,2,3-205-0,3-205-1,efficacy,3,0,0,,,,,,,,,,,,,
5059,2,1-222-0,1-222-1,control,1,0,0,,,,,,,,,,,,,
5060,2,3-249-0,3-249-1,efficacy,3,0,0,,,,,,,,,,,,,
5061,2,4-099-0,4-099-1,combined,4,0,0,,,,,,,,,,,,,
5062,2,2-089-0,2-089-1,norms,2,0,0,,,,,,,,,,,,,
5063,2,2-068-0,2-068-1,norms,2,0,0,,5063,3,6,2,4,4,5,2,4,2,4,3
5064,2,4-214-0,4-214-1,combined,4,0,0,,,,,,,,,,,,,
5065,2,1-068-0,1-068-1,control,1,0,0,,,,,,,,,,,,,
5066,2,4-209-0,4-209-1,combined,4,0,0,,,,,,,,,,,,,
5067,2,2-043-0,2-043-1,norms,2,0,0,,,,,,,,,,,,,
5068,2,1-197-0,1-197-1,control,1,0,0,,,,,,,,,,,,,
5069,2,1-024-0,1-024-1,control,1,0,0,,,,,,,,,,,,,
5070,2,4-244-0,4-244-1,combined,4,0,0,,,,,,,,,,,,,
5071,2,4-208-0,4-208-1,combined,4,0,0,,,,,,,,,,,,,
5072,2,1-037-0,1-037-1,control,1,0,0,,,,,,,,,,,,,
5073,2,3-186-0,3-186-1,efficacy,3,0,0,,,,,,,,,,,,,
5074,2,2-155-0,2-155-1,norms,2,0,0,,,,,,,,,,,,,
5075,2,1-224-0,1-224-1,control,1,0,0,,,,,,,,,,,,,
5076,2,1-030-0,1-030-1,control,1,0,0,,,,,,,,,,,,,
5077,2,3-180-0,3-180-1,efficacy,3,0,0,,,,,,,,,,,,,
5078,2,2-193-0,2-193-1,norms,2,0,0,,,,,,,,,,,,,
5079,2,1-094-0,1-094-1,control,1,0,0,,,,,,,,,,,,,
5080,2,1-179-0,1-179-1,control,1,0,0,,,,,,,,,,,,,
5081,2,3-110-0,3-110-1,efficacy,3,0,0,,,,,,,,,,,,,
5082,2,2-134-0,2-134-1,norms,2,0,0,,5082,4,7,7,6,5,5,2,4,5,5,3
5083,2,2-154-0,2-154-1,norms,2,0,0,,,,,,,,,,,,,
5084,2,1-111-0,1-111-1,control,1,0,0,,,,,,,,,,,,,
5085,2,2-114-0,2-114-1,norms,2,0,0,,5085,3,6,4,2,4,5,5,4,5,5,2
5086,2,4-189-0,4-189-1,combined,4,0,0,,,,,,,,,,,,,
5087,2,4-197-0,4-197-1,combined,4,0,0,,,,,,,,,,,,,
5088,2,4-217-0,4-217-1,combined,4,1,0,,5088,7,7,5,4,5,3,4,4,4,5,4
5089,2,4-013-0,4-013-1,combined,4,0,0,,,,,,,,,,,,,
5090,2,1-047-0,1-047-1,control,1,0,0,,,,,,,,,,,,,
5091,2,4-080-0,4-080-1,combined,4,0,0,,,,,,,,,,,,,
5092,2,3-055-0,3-055-1,efficacy,3,0,0,,5092,6,6,2,3,2,5,4,3,6,4,4
5093,2,3-123-0,3-123-1,efficacy,3,0,0,,,,,,,,,,,,,
5094,2,1-227-0,1-227-1,control,1,0,0,,,,,,,,,,,,,
5095,2,2-237-0,2-237-1,norms,2,0,0,,,,,,,,,,,,,
5096,2,1-051-0,1-051-1,control,1,0,0,,,,,,,,,,,,,
5097,2,1-083-0,1-083-1,control,1,0,0,,,,,,,,,,,,,
5098,2,3-245-0,3-245-1,efficacy,3,0,0,,5098,6,6,2,4,4,4,4,4,4,4,4
5099,2,3-214-0,3-214-1,efficacy,3,0,0,,,,,,,,,,,,,
5100,2,1-138-0,1-138-1,control,1,0,0,,,,,,,,,,,,,
5101,2,1-199-0,1-199-1,control,1,0,0,,,,,,,,,,,,,
5102,2,2-216-0,2-216-1,norms,2,0,0,,,,,,,,,,,,,
5103,2,4-018-0,4-018-1,combined,4,0,0,,,,,,,,,,,,,
5104,2,2-094-0,2-094-1,norms,2,0,0,,,,,,,,,,,,,
5105,2,3-067-0,3-067-1,efficacy,3,0,0,,,,,,,,,,,,,
5106,2,4-210-0,4-210-1,combined,4,0,0,,,,,,,,,,,,,
5107,2,3-185-0,3-185-1,efficacy,3,0,0,,5107,5,7,4,2,4,2,5,4,4,4,3
5108,2,1-031-0,1-031-1,control,1,0,0,,,,,,,,,,,,,
5109,2,2-098-0,2-098-1,norms,2,0,0,,,,,,,,,,,,,
5110,2,4-096-0,4-096-1,combined,4,0,0,,,,,,,,,,,,,
5111,2,2-003-0,2-003-1,norms,2,0,0,,,,,,,,,,,,,
5112,2,4-047-0,4-047-1,combined,4,0,0,,,,,,,,,,,,,
5113,2,1-002-0,1-002-1,control,1,0,0,,,,,,,,,,,,,
5114,2,3-047-0,3-047-1,efficacy,3,0,0,,,,,,,,,,,,,
5115,2,1-249-0,1-249-1,control,1,0,0,,,,,,,,,,,,,
5116,2,4-010-0,4-010-1,combined,4,1,1,,5116,2,7,5,2,4,6,5,5,4,2,1
5117,2,1-207-0,1-207-1,control,1,0,0,,,,,,,,,,,,,
5118,2,2-080-0,2-080-1,norms,2,0,0,,,,,,,,,,,,,
5119,2,1-230-0,1-230-1,control,1,0,0,,,,,,,,,,,,,
5120,2,1-092-0,1-092-1,control,1,0,0,,,,,,,,,,,,,
5121,2,3-001-0,3-001-1,efficacy,3,0,0,,5121,2,7,5,4,4,4,4,6,5,4,3
5122,2,3-040-0,3-040-1,efficacy,3,0,0,,,,,,,,,,,,,
5123,2,1-080-0,1-080-1,control,1,0,0,,,,,,,,,,,,,
5124,2,1-170-0,1-170-1,control,1,0,0,,,,,,,,,,,,,
5125,2,2-152-0,2-152-1,norms,2,0,0,,,,,,,,,,,,,
5126,2,4-005-0,4-005-1,combined,4,0,0,,,,,,,,,,,,,
5127,2,1-124-0,1-124-1,control,1,0,0,,,,,,,,,,,,,
5128,2,1-088-0,1-088-1,control,1,0,0,,,,,,,,,,,,,
5129,2,2-022-0,2-022-1,norms,2,0,0,,,,,,,,,,,,,
5130,2,1-120-0,1-120-1,control,1,0,0,,,,,,,,,,,,,
5131,2,3-237-0,3-237-1,efficacy,3,0,0,,,,,,,,,,,,,
5132,2,4-094-0,4-094-1,combined,4,0,0,,,,,,,,,,,,,
5133,2,4-211-0,4-211-1,combined,4,0,0,,,,,,,,,,,,,
5134,2,4-062-0,4-062-1,combined,4,0,0,,,,,,,,,,,,,
5135,2,2-220-0,2-220-1,norms,2,0,0,,,,,,,,,,,,,
5136,2,4-019-0,4-019-1,combined,4,0,0,,,,,,,,,,,,,
5137,2,1-090-0,1-090-1,control,1,0,0,,,,,,,,,,,,,
5138,2,3-133-0,3-133-1,efficacy,3,0,0,,,,,,,,,,,,,
5139,2,2-101-0,2-101-1,norms,2,0,0,,,,,,,,,,,,,
5140,2,2-124-0,2-124-1,norms,2,0,0,,,,,,,,,,,,,
5141,2,2-199-0,2-199-1,norms,2,0,0,,,,,,,,,,,,,
5142,2,2-121-0,2-121-1,norms,2,0,0,,5142,2,6,5,3,4,2,6,5,4,1,4
5143,2,2-011-0,2-011-1,norms,2,0,0,,,,,,,,,,,,,
5144,2,4-048-0,4-048-1,combined,4,1,0,,,,,,,,,,,,,
5145,2,1-191-0,1-191-1,control,1,0,0,,,,,,,,,,,,,
5146,2,3-069-0,3-069-1,efficacy,3,0,0,,,,,,,,,,,,,
5147,2,3-219-0,3-219-1,efficacy,3,0,0,,,,,,,,,,,,,
5148,2,2-205-0,2-205-1,norms,2,0,0,,5148,4,6,2,4,5,6,4,4,6,4,3
5149,2,3-234-0,3-234-1,efficacy,3,0,0,,,,,,,,,,,,,
5150,2,1-180-0,1-180-1,control,1,0,0,,,,,,,,,,,,,
5151,2,1-171-0,1-171-1,control,1,0,0,,,,,,,,,,,,,
5152,2,3-127-0,3-127-1,efficacy,3,0,0,,,,,,,,,,,,,
5153,2,3-114-0,3-114-1,efficacy,3,0,0,,5153,5,7,5,4,4,6,4,7,7,4,4
5154,2,3-106-0,3-106-1,efficacy,3,0,0,,,,,,,,,,,,,
5155,2,4-122-0,4-122-1,combined,4,0,0,,,,,,,,,,,,,
5156,2,2-212-0,2-212-1,norms,2,0,0,,,,,,,,,,,,,
5157,2,3-015-0,3-015-1,efficacy,3,0,0,,,,,,,,,,,,,
5158,2,1-174-0,1-174-1,control,1,0,0,,,,,,,,,,,,,
5159,2,2-107-0,2-107-1,norms,2,0,0,,,,,,,,,,,,,
5160,2,3-097-0,3-097-1,efficacy,3,0,0,,,,,,,,,,,,,
5161,2,3-135-0,3-135-1,efficacy,3,0,0,,,,,,,,,,,,,
5162,2,4-051-0,4-051-1,combined,4,0,1,,5162,3,6,5,2,5,4,4,5,6,2,5
5163,2,4-150-0,4-150-1,combined,4,0,0,,,,,,,,,,,,,
5164,2,3-230-0,3-230-1,efficacy,3,0,0,,,,,,,,,,,,,
5165,2,2-186-0,2-186-1,norms,2,0,0,,,,,,,,,,,,,
5166,2,3-043-0,3-043-1,efficacy,3,0,0,,,,,,,,,,,,,
5167,2,4-026-0,4-026-1,combined,4,0,0,,,,,,,,,,,,,
5168,2,1-071-0,1-071-1,control,1,0,0,,,,,,,,,,,,,
5169,2,4-052-0,4-052-1,combined,4,0,0,,,,,,,,,,,,,
5170,2,3-239-0,3-239-1,efficacy,3,0,0,,,,,,,,,,,,,
5171,2,1-231-0,1-231-1,control,1,0,0,,,,,,,,,,,,,
5172,2,3-062-0,3-062-1,efficacy,3,0,0,,,,,,,,,,,,,
5173,2,3-059-0,3-059-1,efficacy,3,0,0,,5173,6,7,6,1,5,3,6,6,6,2,4
5174,2,1-178-0,1-178-1,control,1,0,0,,,,,,,,,,,,,
5175,2,4-179-0,4-179-1,combined,4,0,0,,5175,,,,,,,,,,,1
5176,2,3-184-0,3-184-1,efficacy,3,0,0,,,,,,,,,,,,,
5177,2,1-234-0,1-234-1,control,1,0,0,,,,,,,,,,,,,
5178,2,3-138-0,3-138-1,efficacy,3,0,0,,5178,3,7,5,2,5,5,5,5,6,2,4
5179,2,2-007-0,2-007-1,norms,2,0,1,,5179,3,7,4,3,5,6,4,4,4,2,2
5180,2,2-219-0,2-219-1,norms,2,0,0,,,,,,,,,,,,,
5181,2,3-212-0,3-212-1,efficacy,3,0,0,,5181,6,7,6,2,5,3,5,5,6,3,3
5182,2,3-242-0,3-242-1,efficacy,3,0,1,,,,,,,,,,,,,
5183,2,4-116-0,4-116-1,combined,4,0,0,,,,,,,,,,,,,
5184,2,1-114-0,1-114-1,control,1,0,0,,,,,,,,,,,,,
5185,2,2-213-0,2-213-1,norms,2,0,0,,,,,,,,,,,,,
5186,2,3-012-0,3-012-1,efficacy,3,0,0,,,,,,,,,,,,,
5187,2,2-048-0,2-048-1,norms,2,0,0,,,,,,,,,,,,,
5188,2,4-176-0,4-176-1,combined,4,0,0,,,,,,,,,,,,,
5189,2,4-100-0,4-100-1,combined,4,0,0,,,,,,,,,,,,,
5190,2,1-011-0,1-011-1,control,1,0,0,,,,,,,,,,,,,
5191,2,4-153-0,4-153-1,combined,4,0,0,,,,,,,,,,,,,
5192,2,2-064-0,2-064-1,norms,2,0,0,,,,,,,,,,,,,
5193,2,1-184-0,1-184-1,control,1,0,0,,,,,,,,,,,,,
5194,2,3-247-0,3-247-1,efficacy,3,0,0,,,,,,,,,,,,,
5195,2,2-164-0,2-164-1,norms,2,0,0,,,,,,,,,,,,,
5196,2,1-007-0,1-007-1,control,1,0,0,,,,,,,,,,,,,
5197,2,3-066-0,3-066-1,efficacy,3,0,0,,5197,6,7,6,1,6,2,5,6,6,1,4
5198,2,3-080-0,3-080-1,efficacy,3,0,0,,,,,,,,,,,,,
5199,2,3-098-0,3-098-1,efficacy,3,0,0,,,,,,,,,,,,,
5200,2,3-113-0,3-113-1,efficacy,3,0,0,,5200,6,7,4,4,5,4,4,4,6,4,3
5201,2,3-073-0,3-073-1,efficacy,3,0,0,,,,,,,,,,,,,
5202,2,1-213-0,1-213-1,control,1,0,0,,5202,6,6,4,4,5,4,5,4,4,4,4
5203,2,2-055-0,2-055-1,norms,2,0,0,,,,,,,,,,,,,
5204,2,4-248-0,4-248-1,combined,4,0,0,,,,,,,,,,,,,
5205,2,2-149-0,2-149-1,norms,2,0,0,,,,,,,,,,,,,
5206,2,4-238-0,4-238-1,combined,4,0,0,,,,,,,,,,,,,
5207,2,3-158-0,3-158-1,efficacy,3,0,0,,,,,,,,,,,,,
5208,2,1-145-0,1-145-1,control,1,0,0,,,,,,,,,,,,,
5209,2,3-039-0,3-039-1,efficacy,3,0,0,,5209,2,7,5,2,4,7,5,5,7,2,5
5210,2,1-195-0,1-195-1,control,1,0,0,,,,,,,,,,,,,
5211,2,1-229-0,1-229-1,control,1,0,0,,,,,,,,,,,,,
5212,2,4-042-0,4-042-1,combined,4,0,0,,,,,,,,,,,,,
5213,2,3-145-0,3-145-1,efficacy,3,0,0,,,,,,,,,,,,,
5214,2,4-041-0,4-041-1,combined,4,0,0,,,,,,,,,,,,,
5215,2,4-230-0,4-230-1,combined,4,0,0,,,,,,,,,,,,,
5216,2,4-245-0,4-245-1,combined,4,0,0,,,,,,,,,,,,,
5217,2,4-085-0,4-085-1,combined,4,0,0,,,,,,,,,,,,,
5218,2,3-150-0,3-150-1,efficacy,3,0,0,,,,,,,,,,,,,
5219,2,4-136-0,4-136-1,combined,4,0,0,,,,,,,,,,,,,
5220,2,4-095-0,4-095-1,combined,4,0,0,,5220,5,4,1,4,2,6,4,2,4,5,2
5221,2,1-223-0,1-223-1,control,1,0,0,,,,,,,,,,,,,
5222,2,1-209-0,1-209-1,control,1,0,0,,5222,5,6,6,2,5,4,4,5,5,3,4
5223,2,4-147-0,4-147-1,combined,4,0,0,,,,,,,,,,,,,
5224,2,4-074-0,4-074-1,combined,4,0,0,,,,,,,,,,,,,
5225,2,2-016-0,2-016-1,norms,2,0,0,,,,,,,,,,,,,
5226,2,2-127-0,2-127-1,norms,2,0,0,,,,,,,,,,,,,
5227,2,2-092-0,2-092-1,norms,2,0,0,,,,,,,,,,,,,
5228,2,2-035-0,2-035-1,norms,2,0,0,,5228,6,7,7,4,7,2,6,7,7,4,4
5229,2,3-017-0,3-017-1,efficacy,3,0,0,,,,,,,,,,,,,
5230,2,4-043-0,4-043-1,combined,4,0,0,,,,,,,,,,,,,
5231,2,3-075-0,3-075-1,efficacy,3,0,0,,,,,,,,,,,,,
5232,2,4-137-0,4-137-1,combined,4,0,0,,,,,,,,,,,,,
5233,2,2-014-0,2-014-1,norms,2,0,0,,,,,,,,,,,,,
5234,2,4-199-0,4-199-1,combined,4,0,0,,,,,,,,,,,,,
5235,2,3-170-0,3-170-1,efficacy,3,0,0,,5235,6,6,5,6,6,4,6,6,6,3,5
5236,2,4-169-0,4-169-1,combined,4,0,0,,,,,,,,,,,,,
5237,2,2-129-0,2-129-1,norms,2,0,0,,,,,,,,,,,,,
5238,2,2-243-0,2-243-1,norms,2,0,0,,,,,,,,,,,,,
5239,2,3-224-0,3-224-1,efficacy,3,0,0,,,,,,,,,,,,,
5240,2,4-111-0,4-111-1,combined,4,0,0,,,,,,,,,,,,,
5241,2,3-243-0,3-243-1,efficacy,3,0,0,,,,,,,,,,,,,
5242,2,1-146-0,1-146-1,control,1,0,0,,,,,,,,,,,,,
5243,2,2-221-0,2-221-1,norms,2,0,0,,5243,6,7,6,4,4,2,4,6,6,4,4
5244,2,4-152-0,4-152-1,combined,4,0,0,,,,,,,,,,,,,
5245,2,1-050-0,1-050-1,control,1,0,0,,,,,,,,,,,,,
5246,2,2-054-0,2-054-1,norms,2,0,0,,,,,,,,,,,,,
5247,2,4-162-0,4-162-1,combined,4,0,0,,,,,,,,,,,,,
5248,2,4-138-0,4-138-1,combined,4,0,0,,,,,,,,,,,,,
5249,2,3-033-0,3-033-1,efficacy,3,0,0,,5249,3,7,3,4,4,6,4,4,5,2,5
5250,2,4-014-0,4-014-1,combined,4,0,0,,,,,,,,,,,,,
5251,2,1-148-0,1-148-1,control,1,0,0,,,,,,,,,,,,,
5252,2,2-078-0,2-078-1,norms,2,0,1,,,,,,,,,,,,,
5253,2,2-228-0,2-228-1,norms,2,0,0,,5253,1,6,2,2,4,6,4,4,5,2,1
5254,2,2-085-0,2-085-1,norms,2,0,0,,,,,,,,,,,,,
5255,2,4-160-0,4-160-1,combined,4,0,0,,,,,,,,,,,,,
5256,2,3-194-0,3-194-1,efficacy,3,0,0,,,,,,,,,,,,,
5257,2,4-024-0,4-024-1,combined,4,0,0,,,,,,,,,,,,,
5258,2,1-102-0,1-102-1,control,1,0,0,,,,,,,,,,,,,
5259,2,1-236-0,1-236-1,control,1,0,0,,,,,,,,,,,,,
5260,2,1-143-0,1-143-1,control,1,0,0,,,,,,,,,,,,,
5261,2,4-058-0,4-058-1,combined,4,0,0,,,,,,,,,,,,,
5262,2,3-068-0,3-068-1,efficacy,3,0,0,,,,,,,,,,,,,
5263,2,2-117-0,2-117-1,norms,2,0,0,,5263,5,6,5,3,5,2,6,5,5,2,4
5264,2,2-250-0,2-250-1,norms,2,0,0,,5264,7,7,4,4,2,6,1,2,4,6,1
5265,2,4-240-0,4-240-1,combined,4,0,0,,5265,6,7,5,4,4,5,4,5,4,4,4
5266,2,2-047-0,2-047-1,norms,2,0,0,,,,,,,,,,,,,
5267,2,2-172-0,2-172-1,norms,2,0,0,,5267,5,7,4,1,4,7,4,1,7,4,
5268,2,2-061-0,2-061-1,norms,2,0,0,,,,,,,,,,,,,
5269,2,2-133-0,2-133-1,norms,2,0,0,,,,,,,,,,,,,
5270,2,3-171-0,3-171-1,efficacy,3,1,1,,5270,5,6,4,2,5,5,5,6,6,2,3
5271,2,2-143-0,2-143-1,norms,2,0,0,,,,,,,,,,,,,
5272,2,4-180-0,4-180-1,combined,4,0,0,,,,,,,,,,,,,
5273,2,3-009-0,3-009-1,efficacy,3,0,0,,,,,,,,,,,,,
5274,2,4-065-0,4-065-1,combined,4,0,0,,,,,,,,,,,,,
5275,2,4-103-0,4-103-1,combined,4,0,0,,,,,,,,,,,,,
5276,2,2-167-0,2-167-1,norms,2,0,0,,,,,,,,,,,,,
5277,2,1-010-0,1-010-1,control,1,0,0,,,,,,,,,,,,,
5278,2,2-168-0,2-168-1,norms,2,0,0,,,,,,,,,,,,,
5279,2,1-160-0,1-160-1,control,1,0,0,,5279,2,4,4,4,4,4,4,4,4,4,3
5280,2,2-039-0,2-039-1,norms,2,0,0,,,,,,,,,,,,,
5281,2,1-239-0,1-239-1,control,1,0,0,,,,,,,,,,,,,
5282,2,1-163-0,1-163-1,control,1,0,0,,,,,,,,,,,,,
5283,2,2-051-0,2-051-1,norms,2,0,0,,,,,,,,,,,,,
5284,2,3-159-0,3-159-1,efficacy,3,0,0,,,,,,,,,,,,,
5285,2,2-021-0,2-021-1,norms,2,0,0,,5285,5,5,3,4,4,6,4,4,4,4,1
5286,2,4-039-0,4-039-1,combined,4,0,0,,,,,,,,,,,,,
5287,2,1-125-0,1-125-1,control,1,0,0,,,,,,,,,,,,,
5288,2,2-112-0,2-112-1,norms,2,0,0,,,,,,,,,,,,,
5289,2,3-027-0,3-027-1,efficacy,3,0,0,,,,,,,,,,,,,
5290,2,2-019-0,2-019-1,norms,2,0,0,,,,,,,,,,,,,
5291,2,1-147-0,1-147-1,control,1,0,0,,,,,,,,,,,,,
5292,2,1-053-0,1-053-1,control,1,0,0,,5292,3,7,5,4,4,2,4,5,4,4,3
5293,2,3-215-0,3-215-1,efficacy,3,0,0,,,,,,,,,,,,,
5294,2,1-106-0,1-106-1,control,1,0,0,,,,,,,,,,,,,
5295,2,1-198-0,1-198-1,control,1,0,0,,,,,,,,,,,,,
5296,2,4-001-0,4-001-1,combined,4,0,0,,,,,,,,,,,,,
5297,2,2-188-0,2-188-1,norms,2,0,0,,,,,,,,,,,,,
5298,2,4-086-0,4-086-1,combined,4,0,0,,,,,,,,,,,,,
5299,2,2-162-0,2-162-1,norms,2,0,0,,,,,,,,,,,,,
5300,2,2-050-0,2-050-1,norms,2,0,0,,,,,,,,,,,,,
5301,2,4-206-0,4-206-1,combined,4,0,0,,,,,,,,,,,,,
5302,2,1-012-0,1-012-1,control,1,0,0,,,,,,,,,,,,,
5303,2,1-003-0,1-003-1,control,1,0,0,,,,,,,,,,,,,
5304,2,3-165-0,3-165-1,efficacy,3,0,0,,5304,2,7,3,1,2,7,2,2,6,2,2
5305,2,1-182-0,1-182-1,control,1,0,0,,,,,,,,,,,,,
5306,2,3-146-0,3-146-1,efficacy,3,0,0,,,,,,,,,,,,,
5307,2,4-127-0,4-127-1,combined,4,0,0,,,,,,,,,,,,,
5308,2,1-049-0,1-049-1,control,1,0,0,,,,,,,,,,,,,
5309,2,4-075-0,4-075-1,combined,4,0,0,,,,,,,,,,,,,
5310,2,3-163-0,3-163-1,efficacy,3,0,0,,,,,,,,,,,,,
5311,2,3-132-0,3-132-1,efficacy,3,0,0,,,,,,,,,,,,,
5312,2,1-210-0,1-210-1,control,1,0,0,,,,,,,,,,,,,
5313,2,1-132-0,1-132-1,control,1,0,0,,,,,,,,,,,,,
5314,2,1-185-0,1-185-1,control,1,0,0,,,,,,,,,,,,,
5315,2,3-201-0,3-201-1,efficacy,3,0,0,,5315,2,6,5,5,5,6,2,5,5,2,3
5316,2,2-028-0,2-028-1,norms,2,0,0,,,,,,,,,,,,,
5317,2,4-068-0,4-068-1,combined,4,0,0,,,,,,,,,,,,,
5318,2,2-235-0,2-235-1,norms,2,0,0,,,,,,,,,,,,,
5319,2,3-160-0,3-160-1,efficacy,3,0,0,,,,,,,,,,,,,
5320,2,2-190-0,2-190-1,norms,2,0,0,,,,,,,,,,,,,
5321,2,2-066-0,2-066-1,norms,2,0,0,,5321,5,6,2,4,6,4,4,4,5,2,
5322,2,3-233-0,3-233-1,efficacy,3,0,0,,5322,4,7,5,2,4,4,6,5,7,2,2
5323,2,4-134-0,4-134-1,combined,4,1,1,,5323,5,6,,2,,4,5,4,4,4,3
5324,2,1-164-0,1-164-1,control,1,0,0,,,,,,,,,,,,,
5325,2,4-142-0,4-142-1,combined,4,0,0,,,,,,,,,,,,,
